Date (MM/DD/YYYY),Time (HH:MM:SS),Turbidity FNU,TSS mg/L
1/5/2021,10:05:13,31,319
1/5/2021,10:10:14,28,316
1/5/2021,10:15:15,30,314
1/5/2021,10:20:16,33,312
1/5/2021,10:25:17,28,309
1/5/2021,10:30:18,31,307
1/5/2021,10:35:19,34,306
1/5/2021,10:40:20,35,304
1/5/2021,10:45:21,44,302
1/5/2021,10:50:22,48,301
1/5/2021,10:55:23,40,301
1/5/2021,11:00:24,27,299
1/5/2021,11:05:25,28,298
1/5/2021,11:10:26,34,296
1/5/2021,11:15:27,45,295
1/5/2021,11:20:28,27,288
1/5/2021,11:25:29,72,280
1/5/2021,11:30:30,74,286
1/5/2021,11:35:31,59,289
1/5/2021,11:40:32,54,290
1/5/2021,11:45:33,53,290
1/5/2021,11:50:34,54,290
1/5/2021,11:55:35,59,290
1/5/2021,12:00:36,59,290
1/5/2021,12:05:37,60,290
1/5/2021,12:10:38,60,290
1/5/2021,12:15:39,61,290
1/5/2021,12:20:40,63,289
1/5/2021,12:25:41,66,289
1/5/2021,12:30:42,64,289
1/5/2021,12:35:43,61,289
1/5/2021,12:40:44,56,288
1/5/2021,12:45:45,54,288
1/5/2021,12:50:46,46,288
1/5/2021,12:55:47,38,288
1/5/2021,13:00:48,43,287
1/5/2021,13:05:49,45,287
1/5/2021,13:10:50,44,286
1/5/2021,13:15:51,29,279
1/5/2021,13:20:52,9,275
1/5/2021,13:25:53,79,279
1/5/2021,13:30:54,64,282
1/5/2021,13:35:55,59,283
1/5/2021,13:40:56,58,284
1/5/2021,13:45:57,62,284
1/5/2021,13:50:58,66,284
1/5/2021,13:55:59,70,284
1/5/2021,14:01:00,72,284
1/5/2021,14:06:01,77,284
1/5/2021,14:11:02,79,284
1/5/2021,14:16:03,79,284
1/5/2021,14:21:04,76,284
1/5/2021,14:26:05,77,284
1/5/2021,14:31:06,80,284
1/5/2021,14:36:07,82,284
1/5/2021,14:41:08,83,284
1/5/2021,14:46:09,80,285
1/5/2021,14:51:10,76,285
1/5/2021,14:56:11,84,285
1/5/2021,15:01:12,87,285
1/5/2021,15:06:13,87,285
1/5/2021,15:11:14,75,280
1/5/2021,15:16:15,11,280
1/5/2021,15:21:16,1,282
1/5/2021,15:26:17,98,283
1/5/2021,15:31:18,96,284
1/5/2021,15:36:19,92,284
1/5/2021,15:41:20,86,285
1/5/2021,15:46:21,85,285
1/5/2021,15:51:22,86,285
1/5/2021,15:56:23,89,285
1/5/2021,16:01:24,93,285
1/5/2021,16:06:25,94,286
1/5/2021,16:11:26,97,286
1/5/2021,16:16:27,3,286
1/5/2021,16:21:28,7,286
1/5/2021,16:26:29,9,287
1/5/2021,16:31:30,8,287
1/5/2021,16:36:31,9,287
1/5/2021,16:41:32,6,288
1/5/2021,16:46:33,1,288
1/5/2021,16:51:34,0,288
1/5/2021,16:56:35,3,288
1/5/2021,17:01:36,6,288
1/5/2021,17:06:37,62,280
1/5/2021,17:11:38,23,279
1/5/2021,17:16:39,8,283
1/5/2021,17:21:40,99,285
1/5/2021,17:26:41,95,286
1/5/2021,17:31:42,92,287
1/5/2021,17:36:43,92,287
1/5/2021,17:41:44,93,288
1/5/2021,17:46:45,93,288
1/5/2021,17:51:46,92,288
1/5/2021,17:56:47,94,288
1/5/2021,18:01:48,94,288
1/5/2021,18:06:49,92,289
1/5/2021,18:11:50,92,289
1/5/2021,18:16:51,92,289
1/5/2021,18:21:52,92,289
1/5/2021,18:26:53,91,289
1/5/2021,18:31:54,92,289
1/5/2021,18:36:55,93,289
1/5/2021,18:41:56,83,289
1/5/2021,18:46:57,82,289
1/5/2021,18:51:58,81,288
1/5/2021,18:56:59,83,288
1/5/2021,19:02:00,18,279
1/5/2021,19:07:01,92,281
1/5/2021,19:12:02,81,283
1/5/2021,19:17:03,74,284
1/5/2021,19:22:04,71,285
1/5/2021,19:27:05,70,285
1/5/2021,19:32:06,68,285
1/5/2021,19:37:07,69,285
1/5/2021,19:42:08,68,285
1/5/2021,19:47:09,69,285
1/5/2021,19:52:10,68,284
1/5/2021,19:57:11,71,284
1/5/2021,20:02:12,73,284
1/5/2021,20:07:13,72,284
1/5/2021,20:12:14,72,284
1/5/2021,20:17:15,72,283
1/5/2021,20:22:16,71,283
1/5/2021,20:27:17,71,283
1/5/2021,20:32:18,67,283
1/5/2021,20:37:19,59,282
1/5/2021,20:42:20,55,282
1/5/2021,20:47:21,58,281
1/5/2021,20:52:22,35,281
1/5/2021,20:57:23,36,268
1/5/2021,21:02:24,69,270
1/5/2021,21:07:25,56,273
1/5/2021,21:12:26,49,275
1/5/2021,21:17:27,45,276
1/5/2021,21:22:28,41,277
1/5/2021,21:27:29,40,277
1/5/2021,21:32:30,40,277
1/5/2021,21:37:31,41,276
1/5/2021,21:42:32,40,276
1/5/2021,21:47:33,41,276
1/5/2021,21:52:34,40,275
1/5/2021,21:57:35,46,275
1/5/2021,22:02:36,47,275
1/5/2021,22:07:37,47,275
1/5/2021,22:12:38,45,275
1/5/2021,22:17:39,45,274
1/5/2021,22:22:40,45,274
1/5/2021,22:27:41,39,274
1/5/2021,22:32:42,36,274
1/5/2021,22:37:43,33,273
1/5/2021,22:42:44,35,273
1/5/2021,22:47:45,97,272
1/5/2021,22:52:46,35,264
1/5/2021,22:57:47,53,265
1/5/2021,23:02:48,36,268
1/5/2021,23:07:49,30,269
1/5/2021,23:12:50,28,270
1/5/2021,23:17:51,27,270
1/5/2021,23:22:52,25,270
1/5/2021,23:27:53,25,270
1/5/2021,23:32:54,24,270
1/5/2021,23:37:55,23,270
1/5/2021,23:42:56,25,270
1/5/2021,23:47:57,25,269
1/5/2021,23:52:58,22,269
1/5/2021,23:57:59,22,269
1/6/2021,0:03:00,22,269
1/6/2021,0:08:01,23,268
1/6/2021,0:13:02,24,268
1/6/2021,0:18:03,28,268
1/6/2021,0:23:04,19,268
1/6/2021,0:28:05,13,267
1/6/2021,0:33:06,7,267
1/6/2021,0:38:07,16,266
1/6/2021,0:43:08,66,266
1/6/2021,0:48:09,21,258
1/6/2021,0:53:10,49,258
1/6/2021,0:58:11,19,261
1/6/2021,1:03:12,9,263
1/6/2021,1:08:13,5,264
1/6/2021,1:13:14,5,264
1/6/2021,1:18:15,4,264
1/6/2021,1:23:16,3,264
1/6/2021,1:28:17,5,264
1/6/2021,1:33:18,1,264
1/6/2021,1:38:19,6,263
1/6/2021,1:43:20,7,263
1/6/2021,1:48:21,9,263
1/6/2021,1:53:22,8,263
1/6/2021,1:58:23,15,263
1/6/2021,2:03:24,16,263
1/6/2021,2:08:25,16,262
1/6/2021,2:13:26,25,262
1/6/2021,2:18:27,16,262
1/6/2021,2:23:28,9,262
1/6/2021,2:28:29,7,261
1/6/2021,2:33:30,7,261
1/6/2021,2:38:31,37,260
1/6/2021,2:43:32,66,254
1/6/2021,2:48:33,40,256
1/6/2021,2:53:34,22,258
1/6/2021,2:58:35,12,259
1/6/2021,3:03:36,7,260
1/6/2021,3:08:37,10,260
1/6/2021,3:13:38,13,260
1/6/2021,3:18:39,11,260
1/6/2021,3:23:40,12,260
1/6/2021,3:28:41,13,260
1/6/2021,3:33:42,11,260
1/6/2021,3:38:43,13,260
1/6/2021,3:43:44,16,259
1/6/2021,3:48:45,19,259
1/6/2021,3:53:46,20,259
1/6/2021,3:58:47,22,259
1/6/2021,4:03:48,20,259
1/6/2021,4:08:49,22,259
1/6/2021,4:13:50,8,259
1/6/2021,4:18:51,4,259
1/6/2021,4:23:52,4,259
1/6/2021,4:28:53,5,258
1/6/2021,4:33:54,42,257
1/6/2021,4:38:55,63,251
1/6/2021,4:43:56,40,252
1/6/2021,4:48:57,19,255
1/6/2021,4:53:58,10,256
1/6/2021,4:58:59,5,257
1/6/2021,5:04:00,0,257
1/6/2021,5:09:01,1,257
1/6/2021,5:14:02,11,257
1/6/2021,5:19:03,17,257
1/6/2021,5:24:04,19,257
1/6/2021,5:29:05,19,257
1/6/2021,5:34:06,21,257
1/6/2021,5:39:07,26,257
1/6/2021,5:44:08,26,257
1/6/2021,5:49:09,27,257
1/6/2021,5:54:10,29,257
1/6/2021,5:59:11,35,257
1/6/2021,6:04:12,32,257
1/6/2021,6:09:13,14,257
1/6/2021,6:14:14,13,257
1/6/2021,6:19:15,15,256
1/6/2021,6:24:16,19,256
1/6/2021,6:29:17,57,255
1/6/2021,6:34:18,13,250
1/6/2021,6:39:19,45,252
1/6/2021,6:44:20,28,254
1/6/2021,6:49:21,18,255
1/6/2021,6:54:22,15,256
1/6/2021,6:59:23,16,256
1/6/2021,7:04:24,16,256
1/6/2021,7:09:25,16,256
1/6/2021,7:14:26,19,256
1/6/2021,7:19:27,25,256
1/6/2021,7:24:28,28,257
1/6/2021,7:29:29,28,257
1/6/2021,7:34:30,30,257
1/6/2021,7:39:31,32,257
1/6/2021,7:44:32,32,257
1/6/2021,7:49:33,36,257
1/6/2021,7:54:34,36,257
1/6/2021,7:59:35,37,258
1/6/2021,8:04:36,20,257
1/6/2021,8:09:37,19,257
1/6/2021,8:14:38,26,257
1/6/2021,8:19:39,30,257
1/6/2021,8:24:40,33,256
1/6/2021,8:29:41,34,250
1/6/2021,8:34:42,61,251
1/6/2021,8:39:43,37,254
1/6/2021,8:44:44,31,256
1/6/2021,8:49:45,29,257
1/6/2021,8:54:46,27,257
1/6/2021,8:59:47,24,258
1/6/2021,9:04:48,27,258
1/6/2021,9:09:49,32,258
1/6/2021,9:14:50,37,258
1/6/2021,9:19:51,40,259
1/6/2021,9:24:52,42,259
1/6/2021,9:29:53,47,259
1/6/2021,9:34:54,51,259
1/6/2021,9:39:55,54,260
1/6/2021,9:44:56,56,260
1/6/2021,9:49:57,58,260
1/6/2021,9:54:58,57,260
1/6/2021,9:59:59,44,260
1/6/2021,10:05:00,46,260
1/6/2021,10:10:01,51,260
1/6/2021,10:15:02,55,260
1/6/2021,10:20:03,53,258
1/6/2021,10:25:04,72,252
1/6/2021,10:30:05,0,255
1/6/2021,10:35:06,83,258
1/6/2021,10:40:07,76,259
1/6/2021,10:45:08,76,260
1/6/2021,10:50:09,76,261
1/6/2021,10:55:10,76,262
1/6/2021,11:00:11,77,262
1/6/2021,11:05:12,79,263
1/6/2021,11:10:13,83,263
1/6/2021,11:15:14,85,263
1/6/2021,11:20:15,86,264
1/6/2021,11:25:16,89,264
1/6/2021,11:30:17,91,264
1/6/2021,11:35:18,93,265
1/6/2021,11:40:19,92,265
1/6/2021,11:45:20,92,265
1/6/2021,11:50:21,83,266
1/6/2021,11:55:22,74,265
1/6/2021,12:00:23,78,265
1/6/2021,12:05:24,82,265
1/6/2021,12:10:25,86,265
1/6/2021,12:15:26,70,262
1/6/2021,12:20:27,22,256
1/6/2021,12:25:28,33,258
1/6/2021,12:30:29,16,262
1/6/2021,12:35:30,6,263
1/6/2021,12:40:31,1,265
1/6/2021,12:45:32,98,265
1/6/2021,12:50:33,98,266
1/6/2021,12:55:34,95,266
1/6/2021,13:00:35,93,267
1/6/2021,13:05:36,90,267
1/6/2021,13:10:37,93,267
1/6/2021,13:15:38,95,267
1/6/2021,13:20:39,95,268
1/6/2021,13:25:40,93,268
1/6/2021,13:30:41,96,268
1/6/2021,13:35:42,97,268
1/6/2021,13:40:43,98,269
1/6/2021,13:45:44,96,269
1/6/2021,13:50:45,94,269
1/6/2021,13:55:46,96,269
1/6/2021,14:00:47,96,269
1/6/2021,14:05:48,10,269
1/6/2021,14:10:49,89,266
1/6/2021,14:15:50,67,263
1/6/2021,14:20:51,42,265
1/6/2021,14:25:52,29,268
1/6/2021,14:30:53,26,269
1/6/2021,14:35:54,25,270
1/6/2021,14:40:55,26,271
1/6/2021,14:45:56,27,271
1/6/2021,14:50:57,28,272
1/6/2021,14:55:58,28,272
1/6/2021,15:00:59,26,273
1/6/2021,15:06:00,23,273
1/6/2021,15:11:01,24,273
1/6/2021,15:16:02,27,274
1/6/2021,15:21:03,27,274
1/6/2021,15:26:04,29,274
1/6/2021,15:31:05,29,274
1/6/2021,15:36:06,31,274
1/6/2021,15:41:07,30,274
1/6/2021,15:46:08,29,274
1/6/2021,15:51:09,30,274
1/6/2021,15:56:10,28,274
1/6/2021,16:01:11,39,274
1/6/2021,16:06:12,99,269
1/6/2021,16:11:13,93,266
1/6/2021,16:16:14,67,268
1/6/2021,16:21:15,58,270
1/6/2021,16:26:16,52,271
1/6/2021,16:31:17,49,272
1/6/2021,16:36:18,47,273
1/6/2021,16:41:19,46,273
1/6/2021,16:46:20,46,274
1/6/2021,16:51:21,46,274
1/6/2021,16:56:22,44,275
1/6/2021,17:01:23,42,275
1/6/2021,17:06:24,41,276
1/6/2021,17:11:25,41,276
1/6/2021,17:16:26,40,276
1/6/2021,17:21:27,39,276
1/6/2021,17:26:28,38,276
1/6/2021,17:31:29,37,277
1/6/2021,17:36:30,38,277
1/6/2021,17:41:31,30,277
1/6/2021,17:46:32,28,277
1/6/2021,17:51:33,27,277
1/6/2021,17:56:34,14,277
1/6/2021,18:01:35,7,272
1/6/2021,18:06:36,54,270
1/6/2021,18:11:37,31,272
1/6/2021,18:16:38,21,273
1/6/2021,18:21:39,13,274
1/6/2021,18:26:40,7,274
1/6/2021,18:31:41,5,274
1/6/2021,18:36:42,3,274
1/6/2021,18:41:43,1,273
1/6/2021,18:46:44,0,273
1/6/2021,18:51:45,1,273
1/6/2021,18:56:46,99,273
1/6/2021,19:01:47,97,272
1/6/2021,19:06:48,95,272
1/6/2021,19:11:49,94,272
1/6/2021,19:16:50,92,271
1/6/2021,19:21:51,89,271
1/6/2021,19:26:52,90,270
1/6/2021,19:31:53,85,269
1/6/2021,19:36:54,77,269
1/6/2021,19:41:55,75,268
1/6/2021,19:46:56,75,267
1/6/2021,19:51:57,56,267
1/6/2021,19:56:58,73,261
1/6/2021,20:01:59,18,259
1/6/2021,20:07:00,88,261
1/6/2021,20:12:01,77,263
1/6/2021,20:17:02,70,263
1/6/2021,20:22:03,65,263
1/6/2021,20:27:04,64,263
1/6/2021,20:32:05,61,263
1/6/2021,20:37:06,61,262
1/6/2021,20:42:07,60,262
1/6/2021,20:47:08,60,262
1/6/2021,20:52:09,60,261
1/6/2021,20:57:10,58,261
1/6/2021,21:02:11,57,261
1/6/2021,21:07:12,54,260
1/6/2021,21:12:13,53,260
1/6/2021,21:17:14,51,259
1/6/2021,21:22:15,56,259
1/6/2021,21:27:16,52,259
1/6/2021,21:32:17,47,258
1/6/2021,21:37:18,42,258
1/6/2021,21:42:19,44,257
1/6/2021,21:47:20,36,257
1/6/2021,21:52:21,55,252
1/6/2021,21:57:22,86,252
1/6/2021,22:02:23,57,253
1/6/2021,22:07:24,47,254
1/6/2021,22:12:25,41,255
1/6/2021,22:17:26,36,255
1/6/2021,22:22:27,34,255
1/6/2021,22:27:28,32,254
1/6/2021,22:32:29,32,254
1/6/2021,22:37:30,31,254
1/6/2021,22:42:31,31,254
1/6/2021,22:47:32,33,253
1/6/2021,22:52:33,34,253
1/6/2021,22:57:34,30,253
1/6/2021,23:02:35,29,253
1/6/2021,23:07:36,29,252
1/6/2021,23:12:37,33,252
1/6/2021,23:17:38,35,252
1/6/2021,23:22:39,25,252
1/6/2021,23:27:40,20,252
1/6/2021,23:32:41,16,251
1/6/2021,23:37:42,20,251
1/6/2021,23:42:43,94,251
1/6/2021,23:47:44,37,246
1/6/2021,23:52:45,72,245
1/6/2021,23:57:46,36,247
1/7/2021,0:02:47,24,248
1/7/2021,0:07:48,18,249
1/7/2021,0:12:49,15,249
1/7/2021,0:17:50,14,249
1/7/2021,0:22:51,16,249
1/7/2021,0:27:52,14,249
1/7/2021,0:32:53,15,249
1/7/2021,0:37:54,19,249
1/7/2021,0:42:55,20,249
1/7/2021,0:47:56,19,249
1/7/2021,0:52:57,21,249
1/7/2021,0:57:58,19,249
1/7/2021,1:02:59,19,248
1/7/2021,1:08:00,19,248
1/7/2021,1:13:01,28,248
1/7/2021,1:18:02,17,248
1/7/2021,1:23:03,12,248
1/7/2021,1:28:04,11,248
1/7/2021,1:33:05,9,247
1/7/2021,1:38:06,76,247
1/7/2021,1:43:07,74,243
1/7/2021,1:48:08,42,244
1/7/2021,1:53:09,24,245
1/7/2021,1:58:10,15,246
1/7/2021,2:03:11,10,246
1/7/2021,2:08:12,10,246
1/7/2021,2:13:13,10,246
1/7/2021,2:18:14,9,246
1/7/2021,2:23:15,10,246
1/7/2021,2:28:16,11,246
1/7/2021,2:33:17,13,246
1/7/2021,2:38:18,15,246
1/7/2021,2:43:19,15,246
1/7/2021,2:48:20,16,246
1/7/2021,2:53:21,17,246
1/7/2021,2:58:22,15,246
1/7/2021,3:03:23,12,246
1/7/2021,3:08:24,22,246
1/7/2021,3:13:25,11,246
1/7/2021,3:18:26,7,246
1/7/2021,3:23:27,5,245
1/7/2021,3:28:28,9,245
1/7/2021,3:33:29,36,244
1/7/2021,3:38:30,58,239
1/7/2021,3:43:31,64,240
1/7/2021,3:48:32,32,242
1/7/2021,3:53:33,23,244
1/7/2021,3:58:34,19,245
1/7/2021,4:03:35,13,245
1/7/2021,4:08:36,12,245
1/7/2021,4:13:37,14,245
1/7/2021,4:18:38,16,245
1/7/2021,4:23:39,14,245
1/7/2021,4:28:40,12,245
1/7/2021,4:33:41,12,245
1/7/2021,4:38:42,13,245
1/7/2021,4:43:43,15,245
1/7/2021,4:48:44,15,245
1/7/2021,4:53:45,17,245
1/7/2021,4:58:46,15,245
1/7/2021,5:03:47,24,245
1/7/2021,5:08:48,10,245
1/7/2021,5:13:49,5,245
1/7/2021,5:18:50,6,244
1/7/2021,5:23:51,18,244
1/7/2021,5:28:52,47,243
1/7/2021,5:33:53,12,239
1/7/2021,5:38:54,68,240
1/7/2021,5:43:55,44,242
1/7/2021,5:48:56,32,243
1/7/2021,5:53:57,31,244
1/7/2021,5:58:58,32,245
1/7/2021,6:03:59,28,245
1/7/2021,6:09:00,24,245
1/7/2021,6:14:01,22,246
1/7/2021,6:19:02,23,245
1/7/2021,6:24:03,24,245
1/7/2021,6:29:04,25,245
1/7/2021,6:34:05,24,245
1/7/2021,6:39:06,24,245
1/7/2021,6:44:07,23,245
1/7/2021,6:49:08,23,245
1/7/2021,6:54:09,23,245
1/7/2021,6:59:10,27,246
1/7/2021,7:04:11,12,245
1/7/2021,7:09:12,11,245
1/7/2021,7:14:13,11,245
1/7/2021,7:19:14,22,245
1/7/2021,7:24:15,44,244
1/7/2021,7:29:16,16,239
1/7/2021,7:34:17,74,240
1/7/2021,7:39:18,43,242
1/7/2021,7:44:19,29,244
1/7/2021,7:49:20,28,244
1/7/2021,7:54:21,31,245
1/7/2021,7:59:22,32,246
1/7/2021,8:04:23,24,246
1/7/2021,8:09:24,26,246
1/7/2021,8:14:25,29,246
1/7/2021,8:19:26,30,246
1/7/2021,8:24:27,33,246
1/7/2021,8:29:28,33,247
1/7/2021,8:34:29,34,247
1/7/2021,8:39:30,36,247
1/7/2021,8:44:31,37,247
1/7/2021,8:49:32,36,247
1/7/2021,8:54:33,39,247
1/7/2021,8:59:34,25,247
1/7/2021,9:04:35,23,247
1/7/2021,9:09:36,29,247
1/7/2021,9:14:37,40,247
1/7/2021,9:19:38,60,246
1/7/2021,9:24:39,57,242
1/7/2021,9:29:40,76,243
1/7/2021,9:34:41,56,245
1/7/2021,9:39:42,48,247
1/7/2021,9:44:43,45,247
1/7/2021,9:49:44,47,248
1/7/2021,9:54:45,50,248
1/7/2021,9:59:46,52,248
1/7/2021,10:04:47,52,249
1/7/2021,10:09:48,49,249
1/7/2021,10:14:49,54,249
1/7/2021,10:19:50,56,249
1/7/2021,10:24:51,61,249
1/7/2021,10:29:52,62,249
1/7/2021,10:34:53,65,250
1/7/2021,10:39:54,67,250
1/7/2021,10:44:55,70,250
1/7/2021,10:49:56,67,251
1/7/2021,10:54:57,55,251
1/7/2021,10:59:58,60,251
1/7/2021,11:04:59,61,251
1/7/2021,11:10:00,73,251
1/7/2021,11:15:01,58,249
1/7/2021,11:20:02,96,244
1/7/2021,11:25:03,14,246
1/7/2021,11:30:04,93,248
1/7/2021,11:35:05,85,250
1/7/2021,11:40:06,81,251
1/7/2021,11:45:07,81,252
1/7/2021,11:50:08,79,252
1/7/2021,11:55:09,78,253
1/7/2021,12:00:10,80,253
1/7/2021,12:05:11,80,253
1/7/2021,12:10:12,80,254
1/7/2021,12:15:13,81,254
1/7/2021,12:20:14,81,254
1/7/2021,12:25:15,83,255
1/7/2021,12:30:16,84,255
1/7/2021,12:35:17,86,255
1/7/2021,12:40:18,85,255
1/7/2021,12:45:19,81,256
1/7/2021,12:50:20,73,256
1/7/2021,12:55:21,78,256
1/7/2021,13:00:22,81,256
1/7/2021,13:05:23,84,256
1/7/2021,13:10:24,99,255
1/7/2021,13:15:25,22,253
1/7/2021,13:20:26,1,255
1/7/2021,13:25:27,93,256
1/7/2021,13:30:28,91,256
1/7/2021,13:35:29,91,257
1/7/2021,13:40:30,96,257
1/7/2021,13:45:31,99,258
1/7/2021,13:50:32,1,258
1/7/2021,13:55:33,2,258
1/7/2021,14:00:34,9,258
1/7/2021,14:05:35,11,259
1/7/2021,14:10:36,11,259
1/7/2021,14:15:37,16,260
1/7/2021,14:20:38,19,260
1/7/2021,14:25:39,20,260
1/7/2021,14:30:40,20,261
1/7/2021,14:35:41,20,261
1/7/2021,14:40:42,16,262
1/7/2021,14:45:43,13,262
1/7/2021,14:50:44,15,263
1/7/2021,14:55:45,21,263
1/7/2021,15:00:46,25,263
1/7/2021,15:05:47,89,261
1/7/2021,15:10:48,60,257
1/7/2021,15:15:49,39,259
1/7/2021,15:20:50,32,261
1/7/2021,15:25:51,30,262
1/7/2021,15:30:52,30,263
1/7/2021,15:35:53,30,264
1/7/2021,15:40:54,33,265
1/7/2021,15:45:55,33,265
1/7/2021,15:50:56,35,266
1/7/2021,15:55:57,35,267
1/7/2021,16:00:58,39,267
1/7/2021,16:05:59,42,268
1/7/2021,16:11:00,45,268
1/7/2021,16:16:01,51,269
1/7/2021,16:21:02,51,269
1/7/2021,16:26:03,50,270
1/7/2021,16:31:04,50,270
1/7/2021,16:36:05,49,271
1/7/2021,16:41:06,41,271
1/7/2021,16:46:07,42,271
1/7/2021,16:51:08,45,271
1/7/2021,16:56:09,48,271
1/7/2021,17:01:10,39,268
1/7/2021,17:06:11,65,267
1/7/2021,17:11:12,51,268
1/7/2021,17:16:13,43,269
1/7/2021,17:21:14,34,270
1/7/2021,17:26:15,30,270
1/7/2021,17:31:16,25,271
1/7/2021,17:36:17,22,271
1/7/2021,17:41:18,20,271
1/7/2021,17:46:19,21,271
1/7/2021,17:51:20,18,271
1/7/2021,17:56:21,17,271
1/7/2021,18:01:22,20,271
1/7/2021,18:06:23,19,271
1/7/2021,18:11:24,18,271
1/7/2021,18:16:25,16,271
1/7/2021,18:21:26,15,271
1/7/2021,18:26:27,13,271
1/7/2021,18:31:28,15,272
1/7/2021,18:36:29,4,271
1/7/2021,18:41:30,1,271
1/7/2021,18:46:31,99,271
1/7/2021,18:51:32,99,270
1/7/2021,18:56:33,38,265
1/7/2021,19:01:34,31,260
1/7/2021,19:06:35,2,262
1/7/2021,19:11:36,92,264
1/7/2021,19:16:37,85,264
1/7/2021,19:21:38,82,265
1/7/2021,19:26:39,81,265
1/7/2021,19:31:40,79,265
1/7/2021,19:36:41,79,264
1/7/2021,19:41:42,79,264
1/7/2021,19:46:43,79,264
1/7/2021,19:51:44,79,263
1/7/2021,19:56:45,78,263
1/7/2021,20:01:46,80,263
1/7/2021,20:06:47,83,262
1/7/2021,20:11:48,82,262
1/7/2021,20:16:49,81,262
1/7/2021,20:21:50,81,262
1/7/2021,20:26:51,79,262
1/7/2021,20:31:52,72,261
1/7/2021,20:36:53,67,261
1/7/2021,20:41:54,66,260
1/7/2021,20:46:55,65,260
1/7/2021,20:51:56,54,256
1/7/2021,20:56:57,98,254
1/7/2021,21:01:58,69,255
1/7/2021,21:06:59,59,256
1/7/2021,21:12:00,53,256
1/7/2021,21:17:01,50,256
1/7/2021,21:22:02,48,256
1/7/2021,21:27:03,47,256
1/7/2021,21:32:04,46,256
1/7/2021,21:37:05,46,255
1/7/2021,21:42:06,47,255
1/7/2021,21:47:07,46,254
1/7/2021,21:52:08,47,254
1/7/2021,21:57:09,47,254
1/7/2021,22:02:10,50,253
1/7/2021,22:07:11,49,253
1/7/2021,22:12:12,49,253
1/7/2021,22:17:13,50,253
1/7/2021,22:22:14,45,253
1/7/2021,22:27:15,37,252
1/7/2021,22:32:16,33,252
1/7/2021,22:37:17,35,251
1/7/2021,22:42:18,22,251
1/7/2021,22:47:19,39,246
1/7/2021,22:52:20,82,245
1/7/2021,22:57:21,49,247
1/7/2021,23:02:22,37,248
1/7/2021,23:07:23,33,249
1/7/2021,23:12:24,36,249
1/7/2021,23:17:25,28,249
1/7/2021,23:22:26,29,248
1/7/2021,23:27:27,27,248
1/7/2021,23:32:28,26,248
1/7/2021,23:37:29,26,248
1/7/2021,23:42:30,28,247
1/7/2021,23:47:31,29,247
1/7/2021,23:52:32,29,247
1/7/2021,23:57:33,30,247
1/8/2021,0:02:34,31,247
1/8/2021,0:07:35,31,247
1/8/2021,0:12:36,35,247
1/8/2021,0:17:37,26,246
1/8/2021,0:22:38,23,246
1/8/2021,0:27:39,21,246
1/8/2021,0:32:40,23,245
1/8/2021,0:37:41,92,245
1/8/2021,0:42:42,49,240
1/8/2021,0:47:43,57,241
1/8/2021,0:52:44,35,242
1/8/2021,0:57:45,23,243
1/8/2021,1:02:46,16,244
1/8/2021,1:07:47,13,244
1/8/2021,1:12:48,12,244
1/8/2021,1:17:49,11,244
1/8/2021,1:22:50,12,244
1/8/2021,1:27:51,14,244
1/8/2021,1:32:52,15,244
1/8/2021,1:37:53,17,244
1/8/2021,1:42:54,13,243
1/8/2021,1:47:55,19,243
1/8/2021,1:52:56,19,243
1/8/2021,1:57:57,19,243
1/8/2021,2:02:58,21,243
1/8/2021,2:07:59,29,244
1/8/2021,2:13:00,21,244
1/8/2021,2:18:01,14,243
1/8/2021,2:23:02,12,243
1/8/2021,2:28:03,14,243
1/8/2021,2:33:04,68,243
1/8/2021,2:38:05,40,238
1/8/2021,2:43:06,59,238
1/8/2021,2:48:07,30,240
1/8/2021,2:53:08,19,242
1/8/2021,2:58:09,14,242
1/8/2021,3:03:10,14,243
1/8/2021,3:08:11,17,243
1/8/2021,3:13:12,18,243
1/8/2021,3:18:13,21,243
1/8/2021,3:23:14,22,243
1/8/2021,3:28:15,20,242
1/8/2021,3:33:16,22,242
1/8/2021,3:38:17,24,242
1/8/2021,3:43:18,25,242
1/8/2021,3:48:19,25,242
1/8/2021,3:53:20,27,242
1/8/2021,3:58:21,33,241
1/8/2021,4:03:22,32,242
1/8/2021,4:08:23,18,241
1/8/2021,4:13:24,13,241
1/8/2021,4:18:25,15,241
1/8/2021,4:23:26,19,241
1/8/2021,4:28:27,92,240
1/8/2021,4:33:28,69,236
1/8/2021,4:38:29,45,237
1/8/2021,4:43:30,25,239
1/8/2021,4:48:31,16,240
1/8/2021,4:53:32,14,240
1/8/2021,4:58:33,10,241
1/8/2021,5:03:34,12,241
1/8/2021,5:08:35,16,241
1/8/2021,5:13:36,22,241
1/8/2021,5:18:37,25,241
1/8/2021,5:23:38,26,241
1/8/2021,5:28:39,30,241
1/8/2021,5:33:40,31,241
1/8/2021,5:38:41,30,241
1/8/2021,5:43:42,32,241
1/8/2021,5:48:43,32,242
1/8/2021,5:53:44,35,242
1/8/2021,5:58:45,34,242
1/8/2021,6:03:46,16,242
1/8/2021,6:08:47,13,241
1/8/2021,6:13:48,14,241
1/8/2021,6:18:49,19,241
1/8/2021,6:23:50,77,240
1/8/2021,6:28:51,69,235
1/8/2021,6:33:52,66,236
1/8/2021,6:38:53,40,238
