Date (MM/DD/YYYY),Time (HH:MM:SS),Turbidity FNU,TSS mg/L
1/8/2021,6:43:54,26,240
1/8/2021,6:48:55,20,241
1/8/2021,6:53:56,17,241
1/8/2021,6:58:57,16,241
1/8/2021,7:03:58,18,241
1/8/2021,7:08:59,23,241
1/8/2021,7:14:00,28,241
1/8/2021,7:19:01,28,242
1/8/2021,7:24:02,31,242
1/8/2021,7:29:03,34,242
1/8/2021,7:34:04,35,242
1/8/2021,7:39:05,37,242
1/8/2021,7:44:06,38,242
1/8/2021,7:49:07,40,243
1/8/2021,7:54:08,43,243
1/8/2021,7:59:09,27,243
1/8/2021,8:04:10,26,243
1/8/2021,8:09:11,32,243
1/8/2021,8:14:12,35,243
1/8/2021,8:19:13,56,242
1/8/2021,8:24:14,22,237
1/8/2021,8:29:15,77,238
1/8/2021,8:34:16,52,240
1/8/2021,8:39:17,40,242
1/8/2021,8:44:18,38,243
1/8/2021,8:49:19,40,243
1/8/2021,8:54:20,40,244
1/8/2021,8:59:21,41,244
1/8/2021,9:04:22,42,245
1/8/2021,9:09:23,46,245
1/8/2021,9:14:24,49,245
1/8/2021,9:19:25,50,246
1/8/2021,9:24:26,53,246
1/8/2021,9:29:27,55,246
1/8/2021,9:34:28,58,247
1/8/2021,9:39:29,60,247
1/8/2021,9:44:30,61,247
1/8/2021,9:49:31,61,248
1/8/2021,9:54:32,48,248
1/8/2021,9:59:33,51,248
1/8/2021,10:04:34,61,247
1/8/2021,10:09:35,66,248
1/8/2021,10:14:36,86,247
1/8/2021,10:19:37,68,242
1/8/2021,10:24:38,20,243
1/8/2021,10:29:39,89,246
1/8/2021,10:34:40,81,247
1/8/2021,10:39:41,74,248
1/8/2021,10:44:42,74,249
1/8/2021,10:49:43,76,250
1/8/2021,10:54:44,81,250
1/8/2021,10:59:45,84,251
1/8/2021,11:04:46,83,251
1/8/2021,11:09:47,87,251
1/8/2021,11:14:48,90,252
1/8/2021,11:19:49,94,252
1/8/2021,11:24:50,99,252
1/8/2021,11:29:51,4,253
1/8/2021,11:34:52,5,253
1/8/2021,11:39:53,5,254
1/8/2021,11:44:54,97,254
1/8/2021,11:49:55,90,254
1/8/2021,11:54:56,94,254
1/8/2021,11:59:57,5,255
1/8/2021,12:04:58,11,255
1/8/2021,12:09:59,15,254
1/8/2021,12:15:00,43,249
1/8/2021,12:20:01,39,251
1/8/2021,12:25:02,26,253
1/8/2021,12:30:03,18,254
1/8/2021,12:35:04,17,255
1/8/2021,12:40:05,14,256
1/8/2021,12:45:06,16,256
1/8/2021,12:50:07,16,256
1/8/2021,12:55:08,20,257
1/8/2021,13:00:09,16,257
1/8/2021,13:05:10,10,257
1/8/2021,13:10:11,10,258
1/8/2021,13:15:12,9,258
1/8/2021,13:20:13,11,258
1/8/2021,13:25:14,20,258
1/8/2021,13:30:15,17,258
1/8/2021,13:35:16,17,259
1/8/2021,13:40:17,15,260
1/8/2021,13:45:18,12,260
1/8/2021,13:50:19,18,260
1/8/2021,13:55:20,20,260
1/8/2021,14:00:21,27,260
1/8/2021,14:05:22,11,257
1/8/2021,14:10:23,73,253
1/8/2021,14:15:24,66,255
1/8/2021,14:20:25,52,257
1/8/2021,14:25:26,48,258
1/8/2021,14:30:27,48,259
1/8/2021,14:35:28,45,260
1/8/2021,14:40:29,49,261
1/8/2021,14:45:30,49,261
1/8/2021,14:50:31,50,262
1/8/2021,14:55:32,50,262
1/8/2021,15:00:33,49,263
1/8/2021,15:05:34,47,263
1/8/2021,15:10:35,46,263
1/8/2021,15:15:36,48,264
1/8/2021,15:20:37,50,264
1/8/2021,15:25:38,50,264
1/8/2021,15:30:39,53,264
1/8/2021,15:35:40,53,265
1/8/2021,15:40:41,49,265
1/8/2021,15:45:42,54,265
1/8/2021,15:50:43,55,265
1/8/2021,15:55:44,55,265
1/8/2021,16:00:45,47,260
1/8/2021,16:05:46,8,256
1/8/2021,16:10:47,89,259
1/8/2021,16:15:48,82,261
1/8/2021,16:20:49,79,262
1/8/2021,16:25:50,77,264
1/8/2021,16:30:51,76,265
1/8/2021,16:35:52,75,266
1/8/2021,16:40:53,73,266
1/8/2021,16:45:54,72,267
1/8/2021,16:50:55,72,267
1/8/2021,16:55:56,72,268
1/8/2021,17:00:57,69,268
1/8/2021,17:05:58,67,269
1/8/2021,17:10:59,64,269
1/8/2021,17:16:00,63,269
1/8/2021,17:21:01,62,269
1/8/2021,17:26:02,60,269
1/8/2021,17:31:03,59,270
1/8/2021,17:36:04,53,270
1/8/2021,17:41:05,52,270
1/8/2021,17:46:06,51,270
1/8/2021,17:51:07,45,269
1/8/2021,17:56:08,37,264
1/8/2021,18:01:09,89,259
1/8/2021,18:06:10,61,261
1/8/2021,18:11:11,49,263
1/8/2021,18:16:12,39,264
1/8/2021,18:21:13,34,265
1/8/2021,18:26:14,31,265
1/8/2021,18:31:15,27,266
1/8/2021,18:36:16,27,266
1/8/2021,18:41:17,26,266
1/8/2021,18:46:18,25,266
1/8/2021,18:51:19,26,266
1/8/2021,18:56:20,25,266
1/8/2021,19:01:21,23,266
1/8/2021,19:06:22,18,265
1/8/2021,19:11:23,18,265
1/8/2021,19:16:24,16,265
1/8/2021,19:21:25,16,264
1/8/2021,19:26:26,17,264
1/8/2021,19:31:27,8,264
1/8/2021,19:36:28,7,263
1/8/2021,19:41:29,1,263
1/8/2021,19:46:30,1,263
1/8/2021,19:51:31,30,258
1/8/2021,19:56:32,19,257
1/8/2021,20:01:33,6,259
1/8/2021,20:06:34,97,259
1/8/2021,20:11:35,93,259
1/8/2021,20:16:36,89,260
1/8/2021,20:21:37,85,259
1/8/2021,20:26:38,84,259
1/8/2021,20:31:39,83,259
1/8/2021,20:36:40,83,258
1/8/2021,20:41:41,83,258
1/8/2021,20:46:42,82,257
1/8/2021,20:51:43,81,257
1/8/2021,20:56:44,81,256
1/8/2021,21:01:45,79,256
1/8/2021,21:06:46,77,256
1/8/2021,21:11:47,73,255
1/8/2021,21:16:48,73,255
1/8/2021,21:21:49,73,255
1/8/2021,21:26:50,65,254
1/8/2021,21:31:51,63,253
1/8/2021,21:36:52,60,253
1/8/2021,21:41:53,54,252
1/8/2021,21:46:54,79,248
1/8/2021,21:51:55,76,247
1/8/2021,21:56:56,61,248
1/8/2021,22:01:57,55,249
1/8/2021,22:06:58,51,249
1/8/2021,22:11:59,50,249
1/8/2021,22:17:00,50,249
1/8/2021,22:22:01,49,249
1/8/2021,22:27:02,49,249
1/8/2021,22:32:03,49,248
1/8/2021,22:37:04,49,248
1/8/2021,22:42:05,50,248
1/8/2021,22:47:06,52,248
1/8/2021,22:52:07,52,247
1/8/2021,22:57:08,51,247
1/8/2021,23:02:09,50,247
1/8/2021,23:07:10,47,247
1/8/2021,23:12:11,49,246
1/8/2021,23:17:12,46,246
1/8/2021,23:22:13,40,246
1/8/2021,23:27:14,40,245
1/8/2021,23:32:15,35,245
1/8/2021,23:37:16,27,244
1/8/2021,23:42:17,58,240
1/8/2021,23:47:18,76,240
1/8/2021,23:52:19,49,242
1/8/2021,23:57:20,41,243
1/9/2021,0:02:21,37,243
1/9/2021,0:07:22,34,243
1/9/2021,0:12:23,30,243
1/9/2021,0:17:24,29,243
1/9/2021,0:22:25,28,243
1/9/2021,0:27:26,28,243
1/9/2021,0:32:27,28,242
1/9/2021,0:37:28,29,242
1/9/2021,0:42:29,29,242
1/9/2021,0:47:30,30,242
1/9/2021,0:52:31,31,242
1/9/2021,0:57:32,31,242
1/9/2021,1:02:33,28,241
1/9/2021,1:07:34,31,241
1/9/2021,1:12:35,24,241
1/9/2021,1:17:36,16,241
1/9/2021,1:22:37,14,241
1/9/2021,1:27:38,12,240
1/9/2021,1:32:39,83,240
1/9/2021,1:37:40,50,236
1/9/2021,1:42:41,53,235
1/9/2021,1:47:42,29,236
1/9/2021,1:52:43,19,237
1/9/2021,1:57:44,14,237
1/9/2021,2:02:45,11,238
1/9/2021,2:07:46,11,238
1/9/2021,2:12:47,11,237
1/9/2021,2:17:48,12,237
1/9/2021,2:22:49,13,237
1/9/2021,2:27:50,14,237
1/9/2021,2:32:51,15,237
1/9/2021,2:37:52,14,237
1/9/2021,2:42:53,15,237
1/9/2021,2:47:54,15,237
1/9/2021,2:52:55,15,237
1/9/2021,2:57:56,17,237
1/9/2021,3:02:57,23,237
1/9/2021,3:07:58,10,237
1/9/2021,3:12:59,7,236
1/9/2021,3:18:00,6,236
1/9/2021,3:23:01,9,236
1/9/2021,3:28:02,72,235
1/9/2021,3:33:03,53,230
1/9/2021,3:38:04,52,231
1/9/2021,3:43:05,27,232
1/9/2021,3:48:06,20,234
1/9/2021,3:53:07,17,235
1/9/2021,3:58:08,19,235
1/9/2021,4:03:09,15,235
1/9/2021,4:08:10,11,235
1/9/2021,4:13:11,11,235
1/9/2021,4:18:12,12,235
1/9/2021,4:23:13,10,235
1/9/2021,4:28:14,10,235
1/9/2021,4:33:15,10,235
1/9/2021,4:38:16,9,234
1/9/2021,4:43:17,10,234
1/9/2021,4:48:18,10,234
1/9/2021,4:53:19,9,234
1/9/2021,4:58:20,18,234
1/9/2021,5:03:21,8,234
1/9/2021,5:08:22,0,234
1/9/2021,5:13:23,99,233
1/9/2021,5:18:24,8,233
1/9/2021,5:23:25,54,232
1/9/2021,5:28:26,82,227
1/9/2021,5:33:27,75,227
1/9/2021,5:38:28,38,230
1/9/2021,5:43:29,26,231
1/9/2021,5:48:30,19,232
1/9/2021,5:53:31,17,233
1/9/2021,5:58:32,23,233
1/9/2021,6:03:33,15,233
1/9/2021,6:08:34,12,234
1/9/2021,6:13:35,15,234
1/9/2021,6:18:36,18,234
1/9/2021,6:23:37,17,234
1/9/2021,6:28:38,17,234
1/9/2021,6:33:39,15,234
1/9/2021,6:38:40,16,234
1/9/2021,6:43:41,15,234
1/9/2021,6:48:42,15,234
1/9/2021,6:53:43,19,234
1/9/2021,6:58:44,8,234
1/9/2021,7:03:45,4,234
1/9/2021,7:08:46,8,234
1/9/2021,7:13:47,15,234
1/9/2021,7:18:48,65,233
1/9/2021,7:23:49,92,229
1/9/2021,7:28:50,59,229
1/9/2021,7:33:51,38,231
1/9/2021,7:38:52,28,232
1/9/2021,7:43:53,27,233
1/9/2021,7:48:54,25,234
1/9/2021,7:53:55,26,234
1/9/2021,7:58:56,29,234
1/9/2021,8:03:57,24,235
1/9/2021,8:08:58,27,235
1/9/2021,8:13:59,27,235
1/9/2021,8:19:00,27,235
1/9/2021,8:24:01,27,235
1/9/2021,8:29:02,26,236
1/9/2021,8:34:03,25,236
1/9/2021,8:39:04,25,236
1/9/2021,8:44:05,26,236
1/9/2021,8:49:06,29,237
1/9/2021,8:54:07,14,237
1/9/2021,8:59:08,12,237
1/9/2021,9:04:09,17,237
1/9/2021,9:09:10,22,236
1/9/2021,9:14:11,73,235
1/9/2021,9:19:12,35,231
1/9/2021,9:24:13,89,232
1/9/2021,9:29:14,56,234
1/9/2021,9:34:15,47,235
1/9/2021,9:39:16,45,236
1/9/2021,9:44:17,45,237
1/9/2021,9:49:18,45,238
1/9/2021,9:54:19,48,238
1/9/2021,9:59:20,47,239
1/9/2021,10:04:21,49,239
1/9/2021,10:09:22,52,240
1/9/2021,10:14:23,52,240
1/9/2021,10:19:24,54,240
1/9/2021,10:24:25,56,241
1/9/2021,10:29:26,60,241
1/9/2021,10:34:27,64,241
1/9/2021,10:39:28,67,241
1/9/2021,10:44:29,64,242
1/9/2021,10:49:30,51,242
1/9/2021,10:54:31,57,242
1/9/2021,10:59:32,65,242
1/9/2021,11:04:33,68,242
1/9/2021,11:09:34,96,240
1/9/2021,11:14:35,94,235
1/9/2021,11:19:36,17,237
1/9/2021,11:24:37,0,239
1/9/2021,11:29:38,94,241
1/9/2021,11:34:39,91,242
1/9/2021,11:39:40,92,243
1/9/2021,11:44:41,95,244
1/9/2021,11:49:42,99,244
1/9/2021,11:54:43,97,244
1/9/2021,11:59:44,99,245
1/9/2021,12:04:45,1,245
1/9/2021,12:09:46,0,246
1/9/2021,12:14:47,5,246
1/9/2021,12:19:48,6,246
1/9/2021,12:24:49,8,246
1/9/2021,12:29:50,11,246
1/9/2021,12:34:51,11,246
1/9/2021,12:39:52,1,247
1/9/2021,12:44:53,92,247
1/9/2021,12:49:54,0,247
1/9/2021,12:54:55,5,247
1/9/2021,12:59:56,14,247
1/9/2021,13:04:57,34,245
1/9/2021,13:09:58,41,237
1/9/2021,13:14:59,46,240
1/9/2021,13:20:00,31,243
1/9/2021,13:25:01,21,245
1/9/2021,13:30:02,21,247
1/9/2021,13:35:03,21,248
1/9/2021,13:40:04,22,249
1/9/2021,13:45:05,20,250
1/9/2021,13:50:06,19,250
1/9/2021,13:55:07,16,251
1/9/2021,14:00:08,22,251
1/9/2021,14:05:09,26,252
1/9/2021,14:10:10,30,252
1/9/2021,14:15:11,33,253
1/9/2021,14:20:12,33,253
1/9/2021,14:25:13,37,253
1/9/2021,14:30:14,38,254
1/9/2021,14:35:15,29,255
1/9/2021,14:40:16,20,255
1/9/2021,14:45:17,25,255
1/9/2021,14:50:18,31,255
1/9/2021,14:55:19,42,255
1/9/2021,15:00:20,48,252
1/9/2021,15:05:21,94,248
1/9/2021,15:10:22,68,250
1/9/2021,15:15:23,55,252
1/9/2021,15:20:24,49,254
1/9/2021,15:25:25,49,255
1/9/2021,15:30:26,51,256
1/9/2021,15:35:27,53,257
1/9/2021,15:40:28,53,258
1/9/2021,15:45:29,56,259
1/9/2021,15:50:30,56,259
1/9/2021,15:55:31,53,260
1/9/2021,16:00:32,55,260
1/9/2021,16:05:33,58,261
1/9/2021,16:10:34,58,261
1/9/2021,16:15:35,61,262
1/9/2021,16:20:36,65,262
1/9/2021,16:25:37,65,263
1/9/2021,16:30:38,57,263
1/9/2021,16:35:39,51,264
1/9/2021,16:40:40,55,264
1/9/2021,16:45:41,61,264
1/9/2021,16:50:42,63,264
1/9/2021,16:55:43,40,259
1/9/2021,17:00:44,1,252
1/9/2021,17:05:45,70,254
1/9/2021,17:10:46,52,257
1/9/2021,17:15:47,44,258
1/9/2021,17:20:48,40,260
1/9/2021,17:25:49,36,260
1/9/2021,17:30:50,33,261
1/9/2021,17:35:51,31,261
1/9/2021,17:40:52,29,262
1/9/2021,17:45:53,28,262
1/9/2021,17:50:54,29,263
1/9/2021,17:55:55,28,263
1/9/2021,18:00:56,29,263
1/9/2021,18:05:57,29,263
1/9/2021,18:10:58,30,264
1/9/2021,18:15:59,28,264
1/9/2021,18:21:00,27,264
1/9/2021,18:26:01,31,264
1/9/2021,18:31:02,21,264
1/9/2021,18:36:03,19,264
1/9/2021,18:41:04,17,264
1/9/2021,18:46:05,16,263
1/9/2021,18:51:06,24,258
1/9/2021,18:56:07,52,254
1/9/2021,19:01:08,27,256
1/9/2021,19:06:09,10,257
1/9/2021,19:11:10,3,258
1/9/2021,19:16:11,0,258
1/9/2021,19:21:12,97,259
1/9/2021,19:26:13,94,258
1/9/2021,19:31:14,93,258
1/9/2021,19:36:15,91,258
1/9/2021,19:41:16,91,258
1/9/2021,19:46:17,90,257
1/9/2021,19:51:18,90,256
1/9/2021,19:56:19,89,256
1/9/2021,20:01:20,86,255
1/9/2021,20:06:21,85,255
1/9/2021,20:11:22,84,254
1/9/2021,20:16:23,84,254
1/9/2021,20:21:24,86,254
1/9/2021,20:26:25,74,253
1/9/2021,20:31:26,70,252
1/9/2021,20:36:27,71,251
1/9/2021,20:41:28,69,251
1/9/2021,20:46:29,82,245
1/9/2021,20:51:30,12,242
1/9/2021,20:56:31,83,244
1/9/2021,21:01:32,65,245
1/9/2021,21:06:33,56,246
1/9/2021,21:11:34,52,246
1/9/2021,21:16:35,50,246
1/9/2021,21:21:36,46,246
1/9/2021,21:26:37,47,245
1/9/2021,21:31:38,45,245
1/9/2021,21:36:39,44,244
1/9/2021,21:41:40,41,244
1/9/2021,21:46:41,41,244
1/9/2021,21:51:42,40,243
1/9/2021,21:56:43,39,243
1/9/2021,22:01:44,38,242
1/9/2021,22:06:45,39,242
1/9/2021,22:11:46,41,242
1/9/2021,22:16:47,40,242
1/9/2021,22:21:48,31,241
1/9/2021,22:26:49,29,241
1/9/2021,22:31:50,27,240
1/9/2021,22:36:51,20,239
1/9/2021,22:41:52,67,235
1/9/2021,22:46:53,66,234
1/9/2021,22:51:54,41,236
1/9/2021,22:56:55,30,236
1/9/2021,23:01:56,22,237
1/9/2021,23:06:57,15,237
1/9/2021,23:11:58,13,237
1/9/2021,23:16:59,11,237
1/9/2021,23:22:00,9,236
1/9/2021,23:27:01,9,236
1/9/2021,23:32:02,9,236
1/9/2021,23:37:03,9,236
1/9/2021,23:42:04,9,235
1/9/2021,23:47:05,8,235
1/9/2021,23:52:06,8,235
1/9/2021,23:57:07,7,235
1/10/2021,0:02:08,8,234
1/10/2021,0:07:09,13,234
1/10/2021,0:12:10,10,234
1/10/2021,0:17:11,3,234
1/10/2021,0:22:12,0,234
1/10/2021,0:27:13,2,233
1/10/2021,0:32:14,98,233
1/10/2021,0:37:15,35,228
1/10/2021,0:42:16,52,227
1/10/2021,0:47:17,24,229
1/10/2021,0:52:18,11,230
1/10/2021,0:57:19,6,231
1/10/2021,1:02:20,0,231
1/10/2021,1:07:21,94,231
1/10/2021,1:12:22,94,231
1/10/2021,1:17:23,93,231
1/10/2021,1:22:24,93,231
1/10/2021,1:27:25,93,231
1/10/2021,1:32:26,93,231
1/10/2021,1:37:27,94,231
1/10/2021,1:42:28,98,231
1/10/2021,1:47:29,99,231
1/10/2021,1:52:30,98,230
1/10/2021,1:57:31,95,230
1/10/2021,2:02:32,4,230
1/10/2021,2:07:33,0,230
1/10/2021,2:12:34,94,230
1/10/2021,2:17:35,91,230
1/10/2021,2:22:36,93,230
1/10/2021,2:27:37,76,229
1/10/2021,2:32:38,48,225
1/10/2021,2:37:39,38,225
1/10/2021,2:42:40,15,227
1/10/2021,2:47:41,8,228
1/10/2021,2:52:42,3,228
1/10/2021,2:57:43,1,228
1/10/2021,3:02:44,98,229
1/10/2021,3:07:45,97,229
1/10/2021,3:12:46,1,229
1/10/2021,3:17:47,0,229
1/10/2021,3:22:48,99,229
1/10/2021,3:27:49,98,229
1/10/2021,3:32:50,97,229
1/10/2021,3:37:51,98,229
1/10/2021,3:42:52,99,228
1/10/2021,3:47:53,0,228
1/10/2021,3:52:54,1,228
1/10/2021,3:57:55,3,229
1/10/2021,4:02:56,95,229
1/10/2021,4:07:57,88,228
1/10/2021,4:12:58,89,228
1/10/2021,4:17:59,91,228
1/10/2021,4:23:00,64,228
1/10/2021,4:28:01,20,223
1/10/2021,4:33:02,35,222
1/10/2021,4:38:03,7,224
1/10/2021,4:43:04,97,225
1/10/2021,4:48:05,93,226
1/10/2021,4:53:06,89,226
1/10/2021,4:58:07,88,226
1/10/2021,5:03:08,86,227
1/10/2021,5:08:09,85,227
1/10/2021,5:13:10,91,227
1/10/2021,5:18:11,97,227
1/10/2021,5:23:12,1,227
1/10/2021,5:28:13,1,227
1/10/2021,5:33:14,4,227
1/10/2021,5:38:15,6,227
1/10/2021,5:43:16,8,227
1/10/2021,5:48:17,8,227
1/10/2021,5:53:18,9,227
1/10/2021,5:58:19,95,227
1/10/2021,6:03:20,92,227
1/10/2021,6:08:21,96,227
1/10/2021,6:13:22,2,227
1/10/2021,6:18:23,56,226
1/10/2021,6:23:24,58,222
1/10/2021,6:28:25,47,222
1/10/2021,6:33:26,19,223
1/10/2021,6:38:27,6,224
1/10/2021,6:43:28,1,225
1/10/2021,6:48:29,0,226
1/10/2021,6:53:30,99,226
1/10/2021,6:58:31,1,226
1/10/2021,7:03:32,1,226
1/10/2021,7:08:33,5,226
1/10/2021,7:13:34,9,226
1/10/2021,7:18:35,13,226
1/10/2021,7:23:36,12,227
1/10/2021,7:28:37,13,227
1/10/2021,7:33:38,13,227
1/10/2021,7:38:39,13,227
1/10/2021,7:43:40,14,227
1/10/2021,7:48:41,18,227
1/10/2021,7:53:42,0,227
1/10/2021,7:58:43,0,227
1/10/2021,8:03:44,3,227
1/10/2021,8:08:45,8,227
1/10/2021,8:13:46,60,226
1/10/2021,8:18:47,83,221
1/10/2021,8:23:48,67,221
1/10/2021,8:28:49,32,224
1/10/2021,8:33:50,19,225
1/10/2021,8:38:51,14,226
1/10/2021,8:43:52,9,227
1/10/2021,8:48:53,8,227
1/10/2021,8:53:54,11,227
1/10/2021,8:58:55,13,228
1/10/2021,9:03:56,15,228
1/10/2021,9:08:57,19,228
1/10/2021,9:13:58,23,228
1/10/2021,9:18:59,24,229
1/10/2021,9:24:00,27,229
1/10/2021,9:29:01,30,229
1/10/2021,9:34:02,35,229
1/10/2021,9:39:03,39,229
1/10/2021,9:44:04,40,230
1/10/2021,9:49:05,26,230
1/10/2021,9:54:06,32,230
1/10/2021,9:59:07,41,230
1/10/2021,10:04:08,47,230
1/10/2021,10:09:09,97,230
1/10/2021,10:14:10,59,225
1/10/2021,10:19:11,8,226
1/10/2021,10:24:12,84,228
1/10/2021,10:29:13,75,230
1/10/2021,10:34:14,70,231
1/10/2021,10:39:15,67,231
1/10/2021,10:44:16,65,232
1/10/2021,10:49:17,64,232
1/10/2021,10:54:18,65,233
1/10/2021,10:59:19,65,233
1/10/2021,11:04:20,70,233
1/10/2021,11:09:21,74,234
1/10/2021,11:14:22,79,234
1/10/2021,11:19:23,83,234
1/10/2021,11:24:24,90,234
1/10/2021,11:29:25,97,235
1/10/2021,11:34:26,97,235
1/10/2021,11:39:27,86,236
1/10/2021,11:44:28,75,236
1/10/2021,11:49:29,86,236
1/10/2021,11:54:30,10,236
1/10/2021,11:59:31,24,236
1/10/2021,12:04:32,40,236
1/10/2021,12:09:33,47,231
1/10/2021,12:14:34,50,233
1/10/2021,12:19:35,22,235
1/10/2021,12:24:36,14,236
1/10/2021,12:29:37,6,237
1/10/2021,12:34:38,3,237
1/10/2021,12:39:39,2,238
1/10/2021,12:44:40,0,238
1/10/2021,12:49:41,96,239
1/10/2021,12:54:42,97,239
1/10/2021,12:59:43,98,239
1/10/2021,13:04:44,93,239
1/10/2021,13:09:45,92,240
1/10/2021,13:14:46,92,240
1/10/2021,13:19:47,88,240
1/10/2021,13:24:48,91,240
1/10/2021,13:29:49,92,241
1/10/2021,13:34:50,88,241
1/10/2021,13:39:51,80,242
1/10/2021,13:44:52,87,242
1/10/2021,13:49:53,89,242
1/10/2021,13:54:54,96,242
1/10/2021,13:59:55,18,240
1/10/2021,14:04:56,56,237
1/10/2021,14:09:57,39,238
1/10/2021,14:14:58,24,240
1/10/2021,14:19:59,17,241
1/10/2021,14:25:00,15,242
1/10/2021,14:30:01,19,243
1/10/2021,14:35:02,21,244
1/10/2021,14:40:03,22,244
1/10/2021,14:45:04,22,245
1/10/2021,14:50:05,23,245
1/10/2021,14:55:06,23,246
1/10/2021,15:00:07,25,246
1/10/2021,15:05:08,20,247
1/10/2021,15:10:09,19,247
1/10/2021,15:15:10,20,248
1/10/2021,15:20:11,18,248
1/10/2021,15:25:12,18,249
1/10/2021,15:30:13,18,249
1/10/2021,15:35:14,14,250
1/10/2021,15:40:15,20,250
1/10/2021,15:45:16,24,251
1/10/2021,15:50:17,26,251
1/10/2021,15:55:18,29,249
1/10/2021,16:00:19,75,245
1/10/2021,16:05:20,56,247
1/10/2021,16:10:21,47,249
1/10/2021,16:15:22,43,251
1/10/2021,16:20:23,42,252
1/10/2021,16:25:24,42,253
1/10/2021,16:30:25,42,254
1/10/2021,16:35:26,45,255
1/10/2021,16:40:27,45,255
1/10/2021,16:45:28,47,256
1/10/2021,16:50:29,48,257
1/10/2021,16:55:30,47,258
1/10/2021,17:00:31,47,258
1/10/2021,17:05:32,45,259
1/10/2021,17:10:33,44,259
1/10/2021,17:15:34,42,260
1/10/2021,17:20:35,42,260
1/10/2021,17:25:36,43,261
1/10/2021,17:30:37,36,261
1/10/2021,17:35:38,35,261
1/10/2021,17:40:39,32,261
1/10/2021,17:45:40,29,261
1/10/2021,17:50:41,43,258
1/10/2021,17:55:42,53,255
1/10/2021,18:00:43,33,256
1/10/2021,18:05:44,20,257
1/10/2021,18:10:45,11,258
1/10/2021,18:15:46,6,258
1/10/2021,18:20:47,1,258
1/10/2021,18:25:48,98,257
1/10/2021,18:30:49,96,257
1/10/2021,18:35:50,96,257
1/10/2021,18:40:51,96,256
1/10/2021,18:45:52,95,256
1/10/2021,18:50:53,96,255
1/10/2021,18:55:54,94,255
1/10/2021,19:00:55,93,254
1/10/2021,19:05:56,90,254
1/10/2021,19:10:57,87,253
1/10/2021,19:15:58,84,253
1/10/2021,19:20:59,88,253
1/10/2021,19:26:00,77,252
1/10/2021,19:31:01,74,251
1/10/2021,19:36:02,70,251
1/10/2021,19:41:03,68,250
1/10/2021,19:46:04,92,245
1/10/2021,19:51:05,91,243
1/10/2021,19:56:06,68,244
1/10/2021,20:01:07,58,245
1/10/2021,20:06:08,54,245
1/10/2021,20:11:09,50,245
1/10/2021,20:16:10,49,244
1/10/2021,20:21:11,47,244
1/10/2021,20:26:12,47,243
1/10/2021,20:31:13,48,242
1/10/2021,20:36:14,48,242
1/10/2021,20:41:15,47,241
1/10/2021,20:46:16,47,241
1/10/2021,20:51:17,48,241
1/10/2021,20:56:18,47,240
1/10/2021,21:01:19,45,240
1/10/2021,21:06:20,41,239
1/10/2021,21:11:21,38,239
1/10/2021,21:16:22,43,239
1/10/2021,21:21:23,33,238
1/10/2021,21:26:24,31,237
1/10/2021,21:31:25,27,237
1/10/2021,21:36:26,25,236
1/10/2021,21:41:27,56,233
1/10/2021,21:46:28,49,232
1/10/2021,21:51:29,29,233
1/10/2021,21:56:30,22,233
1/10/2021,22:01:31,18,233
1/10/2021,22:06:32,16,233
1/10/2021,22:11:33,16,233
1/10/2021,22:16:34,15,233
1/10/2021,22:21:35,16,233
1/10/2021,22:26:36,16,232
1/10/2021,22:31:37,17,232
1/10/2021,22:36:38,17,232
1/10/2021,22:41:39,16,232
1/10/2021,22:46:40,18,231
1/10/2021,22:51:41,19,231
1/10/2021,22:56:42,17,231
1/10/2021,23:01:43,15,231
1/10/2021,23:06:44,13,230
1/10/2021,23:11:45,15,230
1/10/2021,23:16:46,5,230
1/10/2021,23:21:47,3,230
1/10/2021,23:26:48,1,229
1/10/2021,23:31:49,0,229
1/10/2021,23:36:50,13,225
1/10/2021,23:41:51,32,223
1/10/2021,23:46:52,9,225
1/10/2021,23:51:53,0,226
1/10/2021,23:56:54,94,226
1/11/2021,0:01:55,93,226
1/11/2021,0:06:56,94,226
1/11/2021,0:11:57,96,226
1/11/2021,0:16:58,97,225
1/11/2021,0:21:59,99,225
1/11/2021,0:27:00,0,225
1/11/2021,0:32:01,1,225
1/11/2021,0:37:02,2,225
1/11/2021,0:42:03,1,225
1/11/2021,0:47:04,2,225
1/11/2021,0:52:05,2,225
1/11/2021,0:57:06,3,224
1/11/2021,1:02:07,7,225
1/11/2021,1:07:08,5,225
1/11/2021,1:12:09,96,224
1/11/2021,1:17:10,93,224
1/11/2021,1:22:11,91,224
1/11/2021,1:27:12,90,224
1/11/2021,1:32:13,34,220
1/11/2021,1:37:14,15,220
1/11/2021,1:42:15,98,221
1/11/2021,1:47:16,90,222
1/11/2021,1:52:17,88,222
1/11/2021,1:57:18,84,222
1/11/2021,2:02:19,84,222
1/11/2021,2:07:20,88,222
1/11/2021,2:12:21,89,222
1/11/2021,2:17:22,92,222
1/11/2021,2:22:23,94,222
1/11/2021,2:27:24,97,222
1/11/2021,2:32:25,98,222
1/11/2021,2:37:26,99,222
1/11/2021,2:42:27,99,222
1/11/2021,2:47:28,0,222
1/11/2021,2:52:29,99,222
1/11/2021,2:57:30,2,222
1/11/2021,3:02:31,2,222
1/11/2021,3:07:32,90,222
1/11/2021,3:12:33,88,222
1/11/2021,3:17:34,85,222
